Pickup Community Area,Ride Date,Total Number of Rides
16,09/11/2013,95
16,09/11/2015,209
16,09/11/2014,184
16,04/21/2013,126
16,09/26/2013,103
16,04/21/2015,137
16,09/26/2014,188
16,04/21/2014,192
16,09/26/2015,197
16,04/21/2017,80
16,09/26/2016,81
16,04/21/2016,103
16,07/28/2017,62
16,07/28/2016,126
16,07/28/2013,147
16,07/28/2015,158
16,07/28/2014,189
16,11/18/2016,113
16,11/18/2013,110
16,11/18/2015,133
16,11/18/2014,261
16,12/03/2016,106
16,12/03/2015,131
16,12/13/2013,240
16,09/19/2016,83
16,04/14/2016,109
16,04/14/2017,79
16,04/14/2014,190
16,09/19/2013,121
16,04/14/2015,147
16,09/19/2014,283
16,09/19/2015,221
16,04/14/2013,124
16,03/20/2016,124
16,03/20/2017,68
16,12/13/2015,154
16,12/13/2014,359
16,03/20/2013,98
16,03/20/2014,178
16,12/13/2016,135
16,03/20/2015,198
16,10/22/2016,139
16,10/22/2014,216
16,10/22/2015,136
16,09/09/2015,122
16,09/09/2016,88
16,09/09/2013,96
16,09/09/2014,180
16,04/19/2015,200
16,04/19/2016,100
16,04/19/2013,149
16,04/19/2014,314
16,04/19/2017,91
16,10/22/2013,99
16,11/08/2016,86
16,11/08/2015,146
16,11/08/2014,314
16,11/08/2013,156
16,02/25/2013,103
16,04/04/2017,79
16,11/26/2015,121
16,04/04/2016,103
16,05/01/2017,83
16,11/26/2016,74
16,04/04/2015,193
16,11/26/2013,120
16,04/04/2014,327
16,11/26/2014,189
16,05/31/2013,169
16,04/04/2013,119
16,05/31/2014,350
16,05/01/2014,211
16,05/01/2013,97
16,05/31/2015,205
16,05/31/2016,163
16,05/01/2016,146
16,03/19/2013,119
16,05/01/2015,222
16,05/31/2017,55
16,03/19/2015,229
16,03/19/2014,161
16,03/19/2017,88
16,03/19/2016,148
16,12/11/2013,149
16,12/11/2014,190
16,12/11/2015,221
16,12/11/2016,70
16,02/25/2014,149
16,02/25/2015,211
16,02/25/2016,112
16,02/25/2017,87
16,07/05/2013,161
16,07/05/2014,207
16,07/05/2017,55
16,07/05/2015,180
16,07/05/2016,96
16,06/28/2013,157
16,03/09/2014,235
16,03/09/2013,143
16,06/28/2014,364
16,06/28/2015,236
16,12/21/2015,135
16,12/21/2016,101
16,06/28/2016,74
16,12/21/2013,270
16,06/28/2017,61
16,03/09/2017,87
16,12/21/2014,229
16,03/09/2016,87
16,03/09/2015,177
16,12/03/2014,228
16,12/03/2013,105
16,01/05/2017,75
16,01/05/2016,108
16,01/05/2015,155
16,01/05/2014,186
16,01/05/2013,105
16,09/04/2016,91
16,12/31/2014,274
16,09/04/2014,192
16,12/31/2015,214
16,09/04/2015,158
16,12/31/2016,95
16,09/04/2013,83
16,12/31/2013,283
16,11/16/2013,203
16,11/16/2016,92
16,11/16/2015,142
16,11/16/2014,272
16,08/09/2015,229
16,08/09/2014,317
16,08/09/2016,70
16,08/26/2016,117
16,08/26/2015,109
16,08/26/2014,214
16,08/26/2013,103
16,11/03/2015,116
16,11/03/2014,156
16,03/16/2017,91
16,03/16/2016,102
16,11/03/2013,156
16,03/16/2015,177
16,11/20/2016,72
16,11/20/2015,162
16,11/20/2014,209
16,08/09/2013,124
16,11/20/2013,115
16,09/21/2014,250
16,09/21/2013,199
16,10/08/2013,100
16,09/21/2016,79
16,04/11/2017,81
16,09/21/2015,120
16,10/08/2016,98
16,04/11/2016,124
16,04/11/2015,256
16,04/11/2014,219
16,10/08/2014,170
16,10/08/2015,118
16,04/11/2013,105
16,12/26/2014,154
16,12/26/2015,97
16,07/20/2016,80
16,12/26/2013,114
16,07/20/2017,73
16,07/20/2014,271
16,07/20/2015,155
16,07/20/2013,247
16,02/05/2015,229
16,02/05/2014,159
16,02/05/2013,71
16,02/05/2017,76
16,02/05/2016,116
16,10/25/2013,204
16,10/25/2014,290
16,10/25/2015,162
16,12/26/2016,47
16,10/25/2016,101
16,08/10/2016,112
16,08/10/2013,168
16,08/10/2014,248
16,08/10/2015,144
16,05/14/2013,96
16,05/14/2014,167
16,06/25/2013,104
16,06/25/2016,149
16,05/14/2017,64
16,06/25/2017,69
16,05/14/2015,194
16,06/25/2014,184
16,06/25/2015,203
16,05/14/2016,154
16,12/06/2013,207
16,12/06/2016,71
16,12/06/2014,297
16,12/06/2015,136
16,01/02/2014,156
16,01/02/2015,167
16,01/02/2016,156
16,01/02/2017,44
16,11/23/2013,200
16,07/18/2017,48
16,07/18/2015,145
16,03/16/2014,256
16,07/18/2016,88
16,03/16/2013,336
16,07/18/2013,139
16,11/03/2016,167
16,01/02/2013,84
16,07/18/2014,273
16,09/01/2016,79
16,09/01/2015,129
16,09/01/2014,201
16,09/01/2013,183
16,12/29/2016,68
16,12/29/2015,96
16,12/29/2014,162
16,12/29/2013,205
16,03/13/2016,138
16,03/13/2017,86
16,03/13/2013,99
16,03/13/2014,223
16,08/23/2013,141
16,03/13/2015,217
16,08/23/2015,174
16,08/23/2014,329
16,11/23/2016,86
16,11/23/2015,156
16,11/23/2014,256
16,08/23/2016,87
16,10/05/2015,94
16,10/05/2016,60
16,10/05/2013,175
16,10/05/2014,190
16,01/12/2017,76
16,01/12/2016,108
16,01/12/2015,181
16,01/12/2014,180
16,01/12/2013,113
16,02/28/2015,288
16,08/06/2014,157
16,02/28/2016,129
16,08/06/2013,95
16,02/28/2013,124
16,02/28/2014,233
16,08/06/2016,121
16,08/06/2015,150
16,01/22/2017,67
16,01/22/2016,125
16,01/22/2013,92
16,01/22/2015,174
16,01/22/2014,150
16,08/13/2015,181
16,08/13/2016,133
16,02/18/2013,105
16,10/28/2016,160
16,02/18/2014,167
16,10/28/2015,115
16,02/18/2015,198
16,10/28/2014,205
16,10/28/2013,119
16,02/18/2016,114
16,02/18/2017,69
16,08/13/2013,108
16,08/13/2014,169
16,03/23/2014,240
16,03/23/2013,156
16,03/23/2017,67
16,03/23/2016,100
16,03/23/2015,201
16,11/30/2013,182
16,08/03/2013,189
16,10/15/2013,95
16,08/03/2014,264
16,08/03/2015,148
16,10/15/2016,114
16,06/12/2017,90
16,11/30/2016,70
16,06/12/2016,118
16,10/15/2014,220
16,11/30/2015,126
16,11/30/2014,205
16,10/15/2015,154
16,02/08/2013,115
16,06/12/2013,88
16,02/08/2014,295
16,06/12/2015,218
16,06/12/2014,187
16,02/08/2017,68
16,08/03/2016,95
16,02/08/2015,190
16,02/08/2016,99
16,05/27/2017,64
16,05/27/2016,141
16,05/27/2015,132
16,05/27/2014,194
16,05/27/2013,107
16,12/19/2016,96
16,12/19/2014,243
16,12/19/2015,172
16,12/19/2013,157
16,05/17/2015,240
16,05/17/2014,332
16,11/10/2016,86
16,05/17/2017,77
16,05/17/2016,117
16,11/10/2014,209
16,06/22/2014,271
16,06/22/2013,224
16,11/10/2015,119
16,11/10/2013,159
16,06/22/2017,72
16,06/22/2016,125
16,06/22/2015,183
16,12/09/2013,174
16,12/09/2014,155
16,12/09/2015,140
16,12/09/2016,88
16,03/03/2017,90
16,03/03/2015,169
16,03/03/2016,109
16,05/17/2013,140
16,03/03/2013,101
16,03/03/2014,182
16,02/20/2017,64
16,02/20/2013,114
16,02/20/2014,182
16,02/20/2015,273
16,02/20/2016,157
16,04/08/2016,174
16,11/22/2015,170
16,11/22/2016,77
16,04/08/2015,132
16,04/08/2014,164
16,11/22/2013,162
16,11/22/2014,255
16,04/08/2013,139
16,12/16/2013,172
16,12/16/2014,178
16,12/16/2015,111
16,12/16/2016,96
16,06/14/2016,92
16,06/14/2017,70
16,06/14/2014,332
16,06/14/2015,193
16,06/14/2013,141
16,07/08/2013,87
16,07/17/2013,104
16,07/17/2015,136
16,07/17/2014,190
16,07/17/2017,52
16,07/17/2016,132
16,04/01/2013,81
16,04/01/2015,156
16,04/01/2014,186
16,04/01/2017,83
16,04/01/2016,156
16,07/01/2013,105
16,07/01/2014,182
16,07/01/2017,86
16,07/01/2015,133
16,07/01/2016,117
16,03/14/2014,241
16,03/14/2013,97
16,03/14/2016,96
16,03/14/2015,407
16,03/14/2017,61
16,04/17/2013,102
16,04/17/2014,185
16,11/13/2016,80
16,11/13/2015,168
16,01/01/2017,84
16,12/07/2015,115
16,12/07/2016,98
16,01/01/2013,182
16,12/07/2013,213
16,01/01/2014,325
16,12/07/2014,213
16,01/01/2015,273
16,01/01/2016,223
16,03/05/2013,74
16,03/05/2014,168
16,12/25/2016,57
16,12/25/2015,73
16,03/05/2015,148
16,03/05/2016,134
16,03/05/2017,66
16,08/04/2014,157
16,08/04/2013,165
16,08/04/2016,94
16,08/04/2015,115
16,07/08/2014,148
16,07/08/2015,151
16,07/08/2016,110
16,07/08/2017,71
16,04/17/2015,248
16,04/17/2016,123
16,04/17/2017,86
16,01/17/2017,45
16,01/17/2016,118
16,11/29/2013,130
16,11/29/2014,163
16,01/17/2015,222
16,01/17/2014,193
16,11/29/2015,105
16,01/17/2013,93
16,11/29/2016,72
16,05/04/2016,105
16,10/26/2015,130
16,10/26/2014,243
16,05/04/2017,79
16,10/26/2016,93
16,05/04/2013,199
16,05/04/2014,284
16,10/26/2013,209
16,05/04/2015,143
16,01/08/2017,74
16,01/08/2016,124
16,01/08/2013,68
16,01/08/2015,150
16,12/25/2014,118
16,12/25/2013,99
16,01/08/2014,184
16,04/08/2017,93
16,11/13/2014,203
16,11/13/2013,128
16,11/04/2013,102
16,11/04/2014,165
16,11/04/2015,110
16,04/26/2017,56
16,11/04/2016,130
16,04/26/2015,216
16,04/26/2016,103
16,04/26/2013,140
16,04/26/2014,343
16,01/10/2016,123
16,01/10/2015,212
16,01/10/2017,78
16,01/10/2014,275
16,01/10/2013,69
16,11/06/2016,95
16,11/06/2015,164
16,11/06/2014,271
16,11/06/2013,118
16,05/18/2014,295
16,05/18/2013,182
16,10/19/2016,85
16,10/19/2014,310
16,10/19/2015,111
16,10/19/2013,196
16,10/12/2013,177
16,10/12/2014,272
16,05/18/2016,97
16,05/18/2015,150
16,05/18/2017,69
16,08/29/2016,100
16,08/29/2014,251
16,08/29/2015,199
16,08/29/2013,130
16,02/02/2017,82
16,02/02/2014,239
16,02/02/2013,125
16,02/02/2016,106
16,02/02/2015,259
16,10/12/2015,144
16,10/12/2016,67
16,06/05/2017,92
16,06/05/2016,104
16,06/05/2013,102
16,03/30/2013,136
16,03/30/2014,241
16,06/05/2015,203
16,06/05/2014,213
16,03/30/2017,51
16,03/30/2015,144
16,03/30/2016,100
16,01/15/2017,60
16,01/15/2016,104
16,09/14/2013,195
16,09/14/2014,353
16,02/27/2016,127
16,02/27/2017,69
16,09/14/2015,118
16,09/14/2016,45
16,02/27/2014,176
16,02/27/2015,324
16,02/27/2013,115
16,08/20/2013,91
16,08/20/2014,172
16,08/20/2015,148
16,08/20/2016,117
16,07/10/2013,104
16,07/10/2014,195
16,07/10/2015,189
16,07/10/2016,115
16,07/10/2017,60
16,01/15/2013,70
16,01/15/2015,167
16,01/15/2014,165
16,05/11/2013,159
16,05/11/2014,250
16,05/11/2015,174
16,05/11/2016,106
16,05/11/2017,58
16,06/23/2016,129
16,06/23/2017,64
16,06/23/2013,192
16,06/23/2014,174
16,06/23/2015,143
16,04/24/2015,196
16,04/24/2016,108
16,04/24/2017,62
16,07/15/2013,123
16,07/15/2014,173
16,07/15/2015,107
16,04/24/2013,100
16,07/15/2016,118
16,04/24/2014,183
16,07/15/2017,73
16,08/27/2014,163
16,08/27/2015,142
16,08/27/2016,132
16,08/02/2016,100
16,08/02/2015,172
16,08/27/2013,83
16,08/02/2014,319
16,08/02/2013,185
16,03/28/2015,274
16,03/28/2014,203
16,03/28/2013,95
16,02/22/2014,278
16,02/22/2013,150
16,02/22/2016,98
16,02/22/2015,252
16,02/22/2017,66
16,04/06/2014,258
16,04/06/2013,149
16,04/06/2016,107
16,04/06/2015,146
16,04/06/2017,111
16,05/09/2017,59
16,11/15/2016,92
16,11/15/2015,161
16,11/15/2014,271
16,11/15/2013,170
16,12/14/2015,104
16,12/14/2016,114
16,12/14/2013,304
16,12/14/2014,186
16,06/21/2016,101
16,06/21/2017,85
16,06/21/2014,327
16,06/21/2015,180
16,06/21/2013,171
16,12/23/2013,173
16,12/23/2014,156
16,12/23/2015,119
16,12/23/2016,100
16,05/22/2017,67
16,05/22/2016,114
16,05/22/2015,204
16,05/09/2013,105
16,05/09/2014,284
16,05/22/2014,190
16,05/09/2015,206
16,05/22/2013,109
16,05/09/2016,122
16,09/30/2014,163
16,04/03/2015,194
16,04/03/2014,210
16,09/30/2013,100
16,04/03/2013,81
16,09/30/2016,124
16,09/30/2015,128
16,04/03/2017,50
16,04/03/2016,117
16,02/09/2017,82
16,02/09/2016,105
16,02/09/2015,186
16,07/19/2013,182
16,02/09/2014,212
16,02/09/2013,145
16,05/29/2016,120
16,05/29/2015,211
16,05/29/2017,42
16,05/29/2014,201
16,05/29/2013,98
16,07/19/2017,64
16,07/19/2016,73
16,07/19/2015,178
16,07/19/2014,405
16,01/31/2016,105
16,09/16/2014,215
16,09/16/2013,115
16,01/31/2017,72
16,01/31/2014,226
16,09/16/2016,71
16,09/16/2015,118
16,01/31/2015,253
16,01/31/2013,82
16,10/30/2015,197
16,10/30/2016,140
16,10/30/2013,94
16,10/30/2014,228
16,07/03/2013,121
16,07/03/2014,193
16,07/03/2015,189
16,07/03/2016,115
16,07/03/2017,51
16,06/07/2017,60
16,06/07/2016,125
16,06/07/2015,198
16,06/07/2014,382
16,06/07/2013,154
16,02/13/2013,71
16,02/13/2014,172
16,02/13/2015,243
16,02/13/2016,134
16,02/13/2017,61
16,07/12/2014,328
16,07/12/2013,155
16,09/07/2015,136
16,07/12/2016,82
16,10/17/2016,82
16,07/12/2015,157
16,09/07/2016,73
16,07/12/2017,77
16,10/17/2013,141
16,10/17/2014,290
16,09/07/2013,241
16,10/17/2015,186
16,09/07/2014,312
16,03/25/2017,88
16,03/25/2013,76
16,03/25/2014,150
16,03/25/2015,157
16,03/25/2016,106
16,02/29/2016,116
16,10/10/2015,195
16,10/10/2016,74
16,10/10/2013,135
16,10/10/2014,292
16,01/24/2017,71
16,01/24/2016,102
16,01/24/2015,239
16,01/24/2014,219
16,08/11/2014,199
16,08/11/2013,148
16,08/11/2016,121
16,08/11/2015,133
16,02/16/2014,236
16,02/16/2015,204
16,02/16/2013,190
16,02/06/2017,78
16,12/27/2016,47
16,12/27/2015,115
16,12/27/2014,157
16,12/27/2013,168
16,02/06/2013,74
16,02/06/2014,182
16,02/06/2015,247
16,02/06/2016,121
16,06/30/2013,165
16,06/30/2014,206
16,11/02/2015,111
16,06/30/2015,125
16,11/02/2016,150
16,06/30/2016,114
16,06/30/2017,78
16,09/03/2016,103
16,12/30/2016,68
16,09/03/2015,141
16,12/30/2015,137
16,12/30/2014,180
16,12/30/2013,179
16,07/26/2013,148
16,07/26/2017,83
16,07/26/2016,82
16,09/03/2014,161
16,07/26/2015,184
16,07/26/2014,324
16,09/03/2013,95
16,04/10/2016,116
16,04/10/2017,106
16,10/03/2015,164
16,10/03/2016,91
16,10/03/2013,125
16,10/03/2014,338
16,04/10/2014,193
16,04/10/2015,196
16,04/10/2013,98
16,12/20/2013,226
16,11/02/2013,194
16,12/20/2015,129
16,12/20/2014,247
16,11/02/2014,237
16,12/20/2016,81
16,05/25/2016,122
16,05/25/2015,163
16,05/25/2017,65
16,05/25/2014,239
16,05/25/2013,138
16,07/06/2016,87
16,07/06/2017,62
16,07/06/2014,177
16,07/06/2015,133
16,07/06/2013,159
16,08/18/2015,130
16,08/18/2014,196
16,08/18/2013,171
16,03/21/2014,234
16,03/21/2013,125
16,03/21/2016,119
16,03/21/2015,237
16,08/18/2016,104
16,03/21/2017,66
16,05/02/2013,107
16,05/02/2016,106
16,05/02/2017,63
16,05/02/2014,265
16,05/02/2015,326
16,08/31/2016,82
16,08/31/2015,155
16,08/31/2014,299
16,08/31/2013,195
16,02/16/2016,101
16,02/16/2017,69
16,10/23/2016,103
16,10/23/2015,175
16,01/24/2013,110
16,09/23/2014,147
16,09/23/2013,112
16,09/23/2016,111
16,09/23/2015,116
16,03/28/2017,62
16,03/28/2016,115
16,10/23/2014,212
16,07/29/2014,152
16,07/29/2013,108
16,10/23/2013,109
16,07/29/2016,118
16,07/29/2015,144
16,07/29/2017,68
16,11/17/2013,191
16,11/17/2014,234
16,11/17/2015,113
16,11/17/2016,103
16,03/02/2013,143
16,08/07/2013,97
16,08/07/2014,186
16,03/02/2015,154
16,03/02/2014,258
16,08/07/2015,201
16,03/02/2017,79
16,08/07/2016,89
16,03/02/2016,99
16,04/30/2013,81
16,04/30/2017,44
16,04/30/2016,154
16,04/30/2015,168
16,04/30/2014,195
16,09/02/2013,103
16,09/02/2014,191
16,09/02/2015,134
16,09/02/2016,117
16,01/13/2017,77
16,02/24/2016,95
16,02/24/2015,149
16,01/13/2016,93
16,01/13/2015,160
16,02/24/2014,155
16,01/13/2014,144
16,02/24/2013,128
16,02/24/2017,77
16,10/06/2013,150
16,09/18/2016,100
16,10/06/2015,108
16,10/06/2014,172
16,09/18/2015,227
16,09/18/2014,187
16,01/13/2013,101
16,09/18/2013,123
16,10/06/2016,88
16,06/11/2015,192
16,06/11/2016,145
16,06/11/2017,91
16,06/11/2013,98
16,06/11/2014,154
16,06/26/2017,58
16,06/26/2015,178
16,05/15/2017,77
16,05/15/2016,100
16,06/26/2016,146
16,06/26/2013,118
16,05/15/2015,215
16,06/26/2014,209
16,05/15/2014,232
16,05/15/2013,96
16,08/15/2013,111
16,08/15/2014,269
16,08/15/2015,195
16,08/15/2016,79
16,04/22/2017,69
16,07/21/2016,89
16,07/21/2015,112
16,07/21/2014,164
16,07/21/2013,142
16,04/22/2015,138
16,04/22/2016,123
16,04/22/2013,79
16,04/22/2014,176
16,07/21/2017,93
16,04/28/2014,178
16,04/28/2013,130
16,09/10/2013,87
16,09/10/2014,227
16,09/10/2015,131
16,09/10/2016,109
16,01/21/2013,97
16,01/21/2014,178
16,01/21/2015,146
16,01/21/2016,128
16,01/21/2017,85
16,01/30/2017,75
16,09/20/2016,81
16,09/20/2015,193
16,09/20/2014,288
16,09/20/2013,173
16,01/30/2014,189
16,01/30/2013,79
16,01/30/2016,119
16,01/30/2015,214
16,08/24/2013,184
16,08/24/2014,253
16,06/10/2013,112
16,06/10/2017,104
16,06/10/2016,128
16,06/10/2015,136
16,06/10/2014,170
16,08/24/2015,119
16,08/24/2016,67
16,10/24/2013,139
16,10/24/2014,210
16,08/25/2016,77
16,10/24/2015,170
16,05/06/2016,162
16,05/06/2017,79
16,05/06/2014,202
16,05/06/2015,139
16,06/03/2013,92
16,08/25/2014,200
16,06/03/2017,109
16,08/25/2015,104
16,06/03/2016,180
16,06/03/2015,171
16,08/25/2013,149
16,06/03/2014,196
16,04/12/2014,300
16,04/12/2015,223
16,04/12/2016,102
16,04/12/2017,54
16,05/23/2016,105
16,05/23/2015,221
16,05/23/2014,237
16,05/23/2013,133
16,04/12/2013,147
16,05/23/2017,82
16,06/01/2014,272
16,06/01/2015,189
16,06/01/2013,235
16,06/01/2016,98
16,06/01/2017,50
16,05/08/2017,54
16,05/08/2016,129
16,10/24/2016,76
16,03/17/2013,183
16,03/17/2014,200
16,03/17/2015,179
16,01/03/2014,188
16,01/03/2013,63
16,11/11/2016,101
16,11/11/2015,105
16,11/11/2014,145
16,11/11/2013,125
16,03/27/2017,72
16,03/27/2015,205
16,03/27/2016,120
16,09/12/2015,187
16,03/27/2013,97
16,03/27/2014,222
16,09/12/2016,49
16,09/12/2013,110
16,09/12/2014,326
16,01/03/2016,116
16,01/03/2015,169
16,01/03/2017,53
16,03/17/2016,119
16,03/17/2017,83
16,05/06/2013,99
16,08/17/2015,133
16,08/17/2016,92
16,08/17/2013,182
16,08/17/2014,259
16,10/29/2013,102
16,10/29/2014,177
16,10/29/2015,142
16,10/29/2016,175
16,05/16/2017,47
16,05/16/2013,119
16,05/16/2014,307
16,05/16/2015,256
16,05/16/2016,105
16,11/01/2015,231
16,11/01/2014,329
16,11/01/2016,98
16,12/18/2013,156
16,12/18/2014,185
16,03/12/2017,79
16,11/01/2013,214
16,03/12/2016,182
16,03/12/2015,180
16,03/12/2014,179
16,03/12/2013,75
16,12/18/2015,150
16,12/18/2016,88
16,05/08/2015,207
16,05/08/2014,197
16,05/08/2013,93
16,12/28/2013,215
16,12/28/2014,172
16,12/28/2015,108
16,12/28/2016,57
16,10/14/2014,201
16,10/14/2013,96
16,10/14/2016,109
16,10/14/2015,153
16,02/07/2015,292
16,02/07/2014,255
16,02/07/2017,60
16,02/07/2016,130
16,02/07/2013,99
16,01/23/2015,273
16,01/23/2016,135
16,01/23/2013,86
16,01/23/2014,178
16,01/23/2017,61
16,01/06/2014,177
16,01/06/2015,179
16,01/06/2016,96
16,01/06/2017,85
16,12/02/2016,128
16,02/17/2016,97
16,02/17/2015,178
16,02/17/2014,169
16,12/02/2014,194
16,01/06/2013,89
16,02/17/2013,133
16,12/02/2015,121
16,05/10/2017,64
16,05/10/2016,90
16,05/10/2015,197
16,05/10/2014,307
16,05/10/2013,174
16,12/02/2013,118
16,07/27/2013,177
16,07/27/2014,264
16,02/17/2017,79
16,07/27/2015,138
16,07/27/2016,99
16,07/27/2017,49
16,11/24/2015,113
16,09/08/2013,181
16,11/24/2016,80
16,09/08/2015,159
16,09/08/2014,203
16,07/11/2014,265
16,08/22/2013,121
16,07/11/2015,250
16,08/22/2014,270
16,09/08/2016,93
16,08/22/2015,199
16,09/25/2016,95
16,07/11/2016,95
16,08/22/2016,111
16,09/25/2015,170
16,07/11/2017,52
16,09/25/2014,167
16,09/25/2013,125
16,07/11/2013,102
16,11/24/2013,167
16,11/24/2014,215
16,10/01/2014,190
16,10/01/2013,87
16,04/18/2017,60
16,03/07/2017,65
16,04/18/2016,125
16,05/13/2015,151
16,05/13/2014,183
16,05/13/2017,75
16,05/13/2016,188
16,03/07/2014,241
16,03/07/2013,113
16,05/13/2013,89
16,03/07/2016,97
16,03/07/2015,289
16,12/05/2014,249
16,12/05/2013,130
16,12/05/2016,93
16,12/05/2015,167
16,02/14/2015,323
16,02/14/2014,272
16,02/14/2017,79
16,02/14/2016,121
16,10/21/2014,187
16,01/26/2013,112
16,10/21/2013,121
16,01/26/2014,206
16,10/21/2016,102
16,10/21/2015,164
16,01/26/2015,146
16,01/26/2016,89
16,01/26/2017,73
16,02/14/2013,110
16,04/02/2017,78
16,04/02/2015,165
16,04/02/2016,117
16,04/02/2013,96
16,04/18/2013,120
16,04/02/2014,170
16,04/18/2015,291
16,04/18/2014,214
16,10/01/2016,115
16,02/04/2014,157
16,02/04/2013,102
16,06/16/2013,161
16,10/01/2015,150
16,06/16/2014,188
16,06/16/2015,185
16,12/15/2016,97
16,06/16/2016,91
16,06/16/2017,74
16,07/14/2017,59
16,09/05/2015,164
16,09/05/2016,74
16,09/05/2013,86
16,09/05/2014,291
16,07/14/2016,99
16,02/04/2017,70
16,07/14/2015,87
16,07/14/2014,205
16,02/04/2016,104
16,07/14/2013,164
16,02/04/2015,242
16,07/31/2013,106
16,07/31/2015,185
16,07/31/2014,233
16,07/31/2017,50
16,07/31/2016,116
16,02/21/2014,251
16,02/21/2015,381
16,02/21/2016,97
16,02/21/2017,55
16,02/21/2013,99
16,04/28/2017,83
16,04/28/2016,115
16,04/28/2015,143
16,01/09/2015,244
16,01/09/2016,131
16,01/09/2013,73
16,01/09/2014,250
16,01/09/2017,75
16,10/31/2015,216
16,01/19/2013,110
16,07/04/2015,202
16,10/31/2014,304
16,07/04/2014,248
16,09/15/2016,62
16,10/31/2013,151
16,01/19/2015,153
16,07/04/2017,58
16,07/04/2016,101
16,01/19/2014,164
16,01/19/2017,68
16,01/19/2016,86
16,07/04/2013,132
16,10/31/2016,85
16,09/15/2013,196
16,09/15/2015,151
16,09/15/2014,194
16,11/27/2016,60
16,01/29/2017,68
16,01/29/2016,124
16,11/27/2015,119
16,01/29/2015,185
16,11/27/2014,199
16,01/29/2014,125
16,11/27/2013,170
16,01/29/2013,83
16,09/28/2015,135
16,06/09/2016,106
16,09/28/2014,260
16,06/09/2017,83
16,09/28/2016,83
16,09/28/2013,189
16,02/11/2017,72
16,02/11/2015,182
16,02/11/2016,148
16,02/11/2013,91
16,07/24/2013,84
16,02/11/2014,140
16,06/09/2013,180
16,07/24/2015,175
16,06/09/2014,174
16,07/24/2014,209
16,06/09/2015,140
16,07/24/2017,55
16,07/24/2016,91
16,11/07/2014,268
16,11/07/2015,172
16,11/07/2013,120
16,11/07/2016,78
16,06/19/2014,211
16,04/15/2015,169
16,04/15/2016,131
16,02/01/2013,116
16,06/19/2013,107
16,02/01/2014,274
16,05/20/2013,103
16,04/15/2013,98
16,04/15/2014,173
16,02/01/2015,227
16,04/05/2013,120
16,02/01/2016,105
16,06/29/2015,134
16,02/01/2017,68
16,06/29/2014,302
16,04/15/2017,57
16,06/29/2017,60
16,06/29/2016,106
16,12/22/2015,110
16,12/22/2014,170
16,12/22/2013,228
16,05/20/2015,149
16,05/20/2014,213
16,05/20/2017,75
16,12/22/2016,90
16,05/20/2016,143
16,06/29/2013,178
16,04/05/2014,345
16,04/05/2015,218
16,06/19/2017,53
16,06/19/2016,125
16,04/05/2016,88
16,04/05/2017,86
16,06/19/2015,211
16,05/30/2016,133
16,05/30/2015,229
16,05/30/2014,258
16,05/30/2013,141
16,12/12/2013,177
16,12/12/2014,239
16,12/12/2015,182
16,05/30/2017,44
16,12/12/2016,113
17,03/31/2015,2
17,03/31/2014,5
17,03/31/2013,5
17,02/03/2013,2
17,03/31/2017,2
17,03/31/2016,8
17,09/06/2016,4
17,09/06/2015,5
17,09/06/2014,9
17,09/06/2013,4
17,05/19/2014,3
17,05/19/2015,9
17,10/11/2016,3
17,10/11/2015,6
17,10/11/2014,24
17,05/19/2013,2
17,02/19/2016,1
17,02/19/2015,5
17,02/19/2017,1
17,02/19/2014,4
17,05/19/2016,4
17,05/19/2017,2
17,08/12/2016,2
17,08/12/2014,5
17,08/12/2015,7
17,04/25/2013,5
17,02/03/2016,2
17,02/03/2017,1
17,02/03/2014,4
17,04/25/2015,21
17,02/03/2015,12
17,04/25/2014,3
17,04/25/2017,3
17,04/25/2016,3
17,05/03/2017,2
17,05/03/2016,5
17,05/03/2015,17
17,05/03/2014,12
17,05/03/2013,4
17,08/28/2014,6
17,08/28/2013,2
17,08/28/2016,3
17,08/28/2015,4
17,10/18/2014,27
17,05/12/2017,1
17,10/18/2013,5
17,10/18/2016,1
17,10/18/2015,8
17,01/25/2014,5
17,01/25/2013,4
17,05/12/2013,4
17,05/12/2014,4
17,05/12/2015,20
17,05/12/2016,2
17,01/16/2015,7
17,01/16/2016,1
17,01/16/2013,6
17,01/16/2014,6
17,01/25/2017,3
17,01/25/2016,1
17,01/25/2015,4
17,11/05/2013,3
17,11/05/2014,26
17,11/05/2015,26
17,11/05/2016,3
17,08/19/2013,1
17,08/19/2014,2
17,08/19/2015,6
17,08/19/2016,2
17,05/28/2014,3
17,05/28/2015,21
17,05/28/2016,5
17,05/28/2017,2
17,03/06/2013,3
17,03/06/2015,10
17,03/06/2014,1
17,12/24/2014,11
17,12/24/2015,7
17,10/02/2016,3
17,12/24/2016,2
17,02/12/2015,5
17,02/12/2014,5
17,02/12/2013,1
17,02/12/2017,1
17,02/12/2016,3
17,11/14/2016,5
17,01/16/2017,3
17,11/14/2014,3
17,11/14/2015,4
17,11/14/2013,1
17,02/28/2017,1
17,10/02/2013,4
17,10/02/2015,8
17,10/02/2014,17
17,12/24/2013,3
17,10/27/2013,8
17,10/27/2014,19
17,10/27/2015,20
17,10/27/2016,4
17,06/06/2015,30
17,06/06/2016,4
17,06/06/2013,3
17,06/06/2014,4
17,07/09/2016,5
17,07/09/2015,4
17,06/06/2017,2
